label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
1	822 m/(s^2)	1.3534	San Bernardino	motor sports	1.1397	815 N	1.0135	0.0206	1412	962 m^2	1173
2	721 m/(s^2)	0.9685	Moreno Valley	golf	0.7884	1106 N	0.8972	0.8632	1025	885 m^2	-193
2	321 m/(s^2)	1.137	Moreno Valley	golf	0.5488	1030 N	1.0451	0.4506	1285	476 m^2	-34
2	824 m/(s^2)	0.7933	Riverside	golf	0.8166	1103 N	0.811	0.8683	N/A	793 m^2	-9
5	576 m/(s^2)	0.5348	Chula Vista	volleyball	0.4943	1001 N	0.0338	0.4233	986	342 m^2	980
1	374 m/(s^2)	0.5119	Fremont	boxing	0.858	1333 N	1.088	-0.1853	1087	936 m^2	1033
1	284 m/(s^2)	0.7267	Santa Ana	basketball	0.654	1123 N	1.1039	0.2993	932	1096 m^2	1081
5	937 m/(s^2)	0.3057	San Francisco	volleyball	0.1497	935 N	-0.342	0.2467	1188	379 m^2	919
2	614 m/(s^2)	1.2267	Sacramento	golf	0.4854	854 N	N/A	0.5573	882	968 m^2	142
4	1559 m/(s^2)	NULL	San Francisco	soccer	1.0126	883 N	0.5256	0.9205	909	951 m^2	491
1	676 m/(s^2)	0.547	San Bernardino	basketball	1.1515	1091 N	1.0011	-0.0106	977	853 m^2	1257
2	1144 m/(s^2)	0.9856	Sacramento	golf	0.5953	851 N	0.6347	0.8804	1004	674 m^2	186
0	101 m/(s^2)	1.168	Irvine	soccer	0.9488	718 N	1.2382	0.5559	481	972 m^2	1178
6	1175 m/(s^2)	0.6923	Modesto	football, tennis	1.2498	1136 N	1.0908	0.7192	714	-173 m^2	655
2	507 m/(s^2)	0.867	?	golf	0.8459	1150 N	1.0983	0.6268	1066	662 m^2	47
3	413 m/(s^2)	0.9061	Fresno	motor sports	1.155	1262 N	1.1444	0.8247	619	699 m^2	942
2	744 m/(s^2)	0.6241	Sacramento	golf	0.4812	1026 N	1.2217	0.9466	1207	401 m^2	-91
6	772 m/(s^2)	0.8713	Long Beach	running, tennis	0.9772	597 N	0.5568	0.778	1190	212 m^2	821
5	782 m/(s^2)	0.6815	Chula Vista	volleyball	0.1732	884 N	-0.062	0.1198	812	632 m^2	1027
4	1247 m/(s^2)	1.161	San Francisco	soccer	0.7508	657 N	0.1614	0.7214	975	1109 m^2	503
3	NULL	1.1932	Fresno	baseball	1.3434	1260 N	0.8683	0.6107	568	410 m^2	1003
6	186 m/(s^2)	1.0212	Modesto	running	0.7254	454 N	0.78	0.4634	859	263 m^2	1058
1	1200 m/(s^2)	0.6856	Fresno	basketball	1.0784	1301 N	0.9372	-0.0686	832	1090 m^2	749
1	646 m/(s^2)	0.4708	Santa Ana	basketball	0.5027	674 N	1.0146	0.245	1007	933 m^2	949
2	719 m/(s^2)	1.21	Moreno Valley	golf	0.848	839 N	0.7932	0.9997	1081	826 m^2	-41
2	703 m/(s^2)	0.8846	Moreno Valley	GOLF	0.5906	751 N	0.8783	0.635	1042	320 m^2	-348
2	590 m/(s^2)	1.0353	Sacramento	golf	0.532	899 N	0.7805	1.0651	1072	468 m^2	48
0	-69 m/(s^2)	1.1006	Santa Clarita	track & field	1.2424	255 N	0.8014	0.5574	279	876 m^2	1084
4	1055 m/(s^2)	0.7804	San Francisco	soccer	1.2434	1245 N	None	0.8353	870	1071 m^2	530
2	517 m/(s^2)	1.0247	Sacramento	golf	0.3877		1.0837	0.3777	1248	409 m^2	58
2	532 m/(s^2)	0.7126	Fresno	golf	0.5465	1632 N	1.0369	0.5227	857	1069 m^2	85
3	773 m/(s^2)	0.4669	Fresno	badminton	0.8169	908 N	1.2554	1.0041	920	337 m^2	912
4	1149 m/(s^2)	0.917	San Francisco	soccer	1.0836	1075 N	0.1691	0.7898	1059	NULL	817
1	612 m/(s^2)	0.6151	San Bernardino	boxing	0.9086	1233 N	0.8853	-0.1115	1187	1172 m^2	942
3	740 m/(s^2)	1.233	Oakland	Badminton, Motor Sports	0.8422	873 N	0.9125	0.5474	803	749 m^2	1135
1	44 m/(s^2)	1.5358	Santa Ana	basketball	1.2687	1096 N	0.9992	0.2776	839	1003 m^2	843
6	1017 m/(s^2)	1.4298	San Francisco	running, football	0.6962	420 N	1.1997	0.5275	1086	181 m^2	1030
6	1150 m/(s^2)	1.215	Modesto	running	1.2207	171 N	0.8346	0.7089	872	128 m^2	1093
6	1211 m/(s^2)	1.0931	Stockton	running, football	1.1611	822 N	1.1747	0.6902	1444	363 m^2	1247
6	412 m/(s^2)	0.8211	Long Beach	tennis, running	1.1642	635 N	0.9489	0.7709	786	713 m^2	None
3	697 m/(s^2)	1.1146	Oakland	Badminton, Baseball	0.8238	620 N	1.0997	0.6039	689	363 m^2	1007
6	769 m/(s^2)	0.9196	Stockton	tennis	0.9275	166 N	0.749	1.1731	1025	29 m^2	1045
6	905 m/(s^2)	1.1124	Modesto	golf	0.9442	226 N	0.7997	0.9126	1286	-300 m^2	897
0	619 m/(s^2)	1.1246	Santa Ana	track & field	1.3533	347 N	0.6093	0.8279	413	887 m^2	946
3	722 m/(s^2)	0.9168	Fresno	baseball	0.7788	662 N	1.4558	0.5934	762	724 m^2	1082
2	338 m/(s^2)	0.7617	Moreno Valley	golf	0.6479	941 N	0.9317	0.8953	1074	847 m^2	209
3	567 m/(s^2)	0.9085	Oakland	badminton	1.248	1206 N	1.3992	0.7023	754	n/a	750
3	660 m/(s^2)	0.7147	Oakland	motor sports, baseball	1.0623	977 N	0.8913	0.5364	857	525 m^2	885
5	756 m/(s^2)	0.654	Bakersfield	volleyball	-0.0237	551 N	-0.125	0.2472	886	793 m^2	698
2	227 m/(s^2)	0.5148	None	golf	0.6682	904 N	0.8377	1.0129	1442	1035 m^2	208
2	269 m/(s^2)	0.8107	Riverside	basketball	0.837	1137 N	0.4808	0.4881	982	755 m^2	5
4	627 m/(s^2)	1.2678	San Francisco	soccer	0.8838	1059 N	0.6471	0.9075	799	550 m^2	534
1	974 m/(s^2)	0.5663	Anaheim	boxing	1.2232	1418 N	0.8333	0.0727	1095	996 m^2	1039
2	497 m/(s^2)	0.5112	San Diego	golf	0.3972	459 N	0.9457	0.5541	969	666 m^2	-104
5	754 m/(s^2)	0.4353	Modesto	track & field	0.1555	817 N	0.1043	-0.0559	1088	595 m^2	943
0	118 m/(s^2)	0.9571	Santa Clarita	track & field	0.8801	462 N	0.9289	0.5728	55	587 m^2	1013
2	1055 m/(s^2)	1.013	Sacramento	golf	0.8659	927 N	0.7836	0.7418	1221	655 m^2	-23
0	154 m/(s^2)	1.0083	San Jose	track & field	1.2459	-19 N	1.2563	0.3759	364	829 m^2	1267
1	293 m/(s^2)	0.9855	Oakland	basketball	1.0704	1322 N	0.9241	-0.079	1066	989 m^2	860
5	593 m/(s^2)	0.2721	Los Angeles	volleyball	0.5424	685 N	-0.2648	0.3509	1008	238 m^2	816
0	399 m/(s^2)	0.6681	Santa Clarita	volleyball	0.9462	337 N	0.632	0.5164	341	1014 m^2	830
3	1156 m/(s^2)	0.673	Oakland	badminton	0.9484	768 N	0.9656	0.5371	897	869 m^2	754
3	765 m/(s^2)	1.3545	Bakersfield	motor sports, baseball	0.7336	623 N	1.0536	0.6846	1371	334 m^2	841
5	809 m/(s^2)	0.6837	Chula Vista	volleyball	0.1847	1403 N	-0.12	0.1241	923	1089 m^2	1267
6	1040 m/(s^2)	1.1431	Stockton	Football, Tennis	0.6978	972 N	0.9784	0.9129	1190	336 m^2	1105
6	426 m/(s^2)	1.278	Stockton	tennis	0.7176	997 N	0.9409	0.6083	1199	427 m^2	1016
1	749 m/(s^2)	0.7686	San Bernardino	basketball	1.0934	947 N	1.0148	0.2053	831	821 m^2	1036
1	872 m/(s^2)	0.645	Los Angeles	basketball	0.8094	1370 N	1.1979	0.1531	1090	954 m^2	1000
4	1076 m/(s^2)	0.8272	San Francisco	SOCCER	0.9084	1178 N	0.3743	0.6837	866	568 m^2	274
3	1370 m/(s^2)	0.7785	Oakland	badminton, motor sports	n/a	1239 N	0.7663	0.7942	1021	349 m^2	940
2	727 m/(s^2)	0.809	Chula Vista	tennis	0.8913	739 N	0.9744	0.6716	815	344 m^2	39
6	1131 m/(s^2)	1.1467	Modesto	tennis	0.8773	712 N	1.1718	0.8452	1257	19 m^2	751
1	578 m/(s^2)	0.9363	San Bernardino	basketball	1.1087	1741 N	1.0553	0.0665	917	1192 m^2	1247
0	583 m/(s^2)	1.3748	Fremont	ice hockey	1.1015	-376 N	0.9092	0.3814	332	796 m^2	977
2	848 m/(s^2)	1.3485	Sacramento	golf	0.8377	1024 N	0.5631	0.4455	1297	124 m^2	200
1	6 m/(s^2)	0.8804	Santa Ana	boxing	0.9314	1220 N	1.3391	0.0847	917	770 m^2	754
2	754 m/(s^2)	0.9013	Sacramento	golf	0.6256	837 N	0.6298	0.6657	1299	587 m^2	67
4	914 m/(s^2)	0.6	San Francisco	soccer	0.9564	421 N	0.5407	0.7742	847	897 m^2	714
5	989 m/(s^2)	0.1001	Bakersfield	volleyball	0.1072	1423 N	-0.363	0.729	1015	761 m^2	951
5	1096 m/(s^2)	0.2169	Chula Vista	volleyball	-0.0746	1004 N	0.1064	0.1767	909	330 m^2	1118
2	759 m/(s^2)	0.7489	Moreno Valley	volleyball	0.8221	1063 N	0.8075	0.6864	973	907 m^2	32
0	281 m/(s^2)	0.8337	Santa Clarita	ice hockey	0.8427	-86 N	1.1015	0.4604	542	791 m^2	837
6	877 m/(s^2)	0.8835	Los Angeles	tennis	0.9898	1236 N	0.6712	0.8442	976	310 m^2	934
4	954 m/(s^2)	1.3951	San Francisco	soccer	1.2221	1002 N	0.4906	0.5841	1166	1337 m^2	492
3	1154 m/(s^2)	1.3867	Oakland	motor sports	1.1502	570 N	0.7669	0.7919	1006	546 m^2	986
3	1100 m/(s^2)	1.2724	Fresno	badminton, motor sports	0.9048	1427 N	0.9166	n/a	760	-26 m^2	1293
3	853 m/(s^2)	1.0388	Oakland	running, tennis	0.8074	1336 N	1.2581	0.4873	819	225 m^2	1051
1	630 m/(s^2)	0.1905	San Bernardino	boxing	1.0405	1064 N	0.9373	0.0253	1380	1204 m^2	1174
1	625 m/(s^2)	1.3115	aNAHEIM	boxing	0.8892	817 N	1.0529	0.0095	1171	1456 m^2	1048
1	910 m/(s^2)	1.1101	San Bernardino	boxing	0.8357	591 N	1.3059	-0.0179	1143	667 m^2	1264
6	689 m/(s^2)	1.0813	Stockton	running, tennis	0.8683	565 N	0.9492	0.7547	1212	326 m^2	795
2	510 m/(s^2)	1.2279	San Diego	running, football	0.5054	528 N	0.9981	0.1807	847	924 m^2	238
6	720 m/(s^2)	1.3344	Modesto	football	1.0608	425 N	1.0794	0.9118	994	257 m^2	726
1	220 m/(s^2)	0.7135	Santa Ana	boxing	1.0978	1003 N	1.1301	-0.4878	1002	1020 m^2	890
0	299 m/(s^2)	0.8201	Fremont	ice hockey	1.039	33 N	0.9989	0.7656	384	1138 m^2	767
4	657 m/(s^2)	0.4478	San Francisco	soccer	0.8503	698 N	0.1416	0.6214	960	670 m^2	474
4	1129 m/(s^2)	1.3173	San Francisco	soccer	1.094	213 N	0.7393	0.5123	941	616 m^2	783
5	436 m/(s^2)	0.3162		volleyball	-0.5061	931 N	0.3696	0.4857	1138	732 m^2	787
6	690 m/(s^2)	0.9957	San Bernardino	football, tennis	1.0806	480 N	0.8298	0.7524	1448	20 m^2	952
0	396 m/(s^2)	0.9842	San Jose	ice hockey	1.214	470 N	0.7322	0.2337	15	1032 m^2	730
4	798 m/(s^2)	0.774	San Francisco	soccer	1.0856	941 N	0.5342	0.574	671	256 m^2	736
0	224 m/(s^2)	1.2595	San Jose	ice hockey	0.6249	90 N	0.8468	0.2586	666	32 m^2	1167
0	698 m/(s^2)	0.9923	Santa Clarita	ice hockey	0.7917	556 N	0.9806	0.7266	224	916 m^2	863
6	261 m/(s^2)	1.0296	Irvine	golf	1.3048	1152 N	1.1814	0.657	1235	-14 m^2	996
3	577 m/(s^2)	1.0683	Fresno	baseball	0.798	705 N	0.8141	0.3395	588	926 m^2	832
5	830 m/(s^2)	0.2666	Bakersfield	volleyball	0.2453	1528 N	0.4381	0.3273	680	-175 m^2	899
0	446 m/(s^2)	0.643	Chula Vista	track & field	0.9183	254 N	1.1768	0.5841	274	575 m^2	1105
6	1088 m/(s^2)	0.877	Los Angeles	tennis, football	0.7247	716 N	1.1286	0.6678	1176	259 m^2	766
1	668 m/(s^2)	1.06	Santa Ana	Boxing	0.871	959 N	1.048	0.0453	824	596 m^2	1037
4	761 m/(s^2)	1.3177	San Francisco	soccer	0.9373	800 N	0.888	0.5857	1024	1002 m^2	619
6	1456 m/(s^2)	0.579	Los Angeles	tennis, running	0.7748	813 N	1.5513	0.88	1016	-2 m^2	999
4	1030 m/(s^2)	1.5708	San Francisco	soccer	1.0687	985 N	0.5201	0.5357	935	711 m^2	447
3	1088 m/(s^2)	0.8524	Irvine	track & field	0.8661	794 N	0.9584	0.6181	825	533 m^2	854
4	1011 m/(s^2)	1.1609	San Francisco	soccer	0.6905	929 N	0.6035	0.5206	1212	722 m^2	819
3	1661 m/(s^2)	1.2882	N/A	badminton, baseball	0.6358	1069 N	1.043	0.6737	661	421 m^2	1228
2	910 m/(s^2)	1.2944	Moreno Valley	golf	0.723	1188 N	0.5704	0.8554	1519	783 m^2	162
2	444 m/(s^2)	0.9044	Chula Vista	golf	0.7575	1212 N	0.9354	0.7734	841	556 m^2	283
1	263 m/(s^2)	1.1561	San Bernardino	basketball	0.8165	833 N	0.9566	-0.064	733	725 m^2	705
1	215 m/(s^2)	0.9248	Santa Ana	boxing	0.8283	870 N	1.1001	-0.087	783	1136 m^2	1025
4	723 m/(s^2)	0.8825	San Francisco	soccer	0.6724	943 N	0.3926	0.9411	1004	1032 m^2	746
2	347 m/(s^2)	1.1731	Chula Vista	golf	0.5912	621 N	0.9547	1.1324	771	632 m^2	45
2	326 m/(s^2)	0.8621	San Francisco	golf	0.2064	1287 N	0.7204	0.7055	N/A	838 m^2	178
0	640 m/(s^2)	1.2429	Irvine	track & field	1.0494	-24 N	1.1725	0.8169	356	921 m^2	1134
4	839 m/(s^2)	1.271	San Francisco	soccer	0.794	799 N	0.4415	0.9024	901	745 m^2	630
3	468 m/(s^2)	1.0091	NULL	motor sports	0.9216	1686 N	1.3622	0.7054	896	466 m^2	1254
1	853 m/(s^2)	0.9383	Santa Ana	boxing	0.5299	897 N	n/a	-0.2765	867	1049 m^2	1260
0	440 m/(s^2)	1.1886	Irvine	track & field	0.7826	-470 N	0.905	0.2806	788	647 m^2	925
5	1026 m/(s^2)	0.5925	Bakersfield	volleyball	0.617	622 N	0.2706	0.6361	877	528 m^2	1074
3	23 m/(s^2)	0.9533	Fresno	motor sports, baseball	1.0678	1258 N	0.8434	0.6857	1285	299 m^2	1161
5	889 m/(s^2)	-0.0904	Bakersfield	volleyball	0.2549	941 N	-0.0833	0.4037	NULL	863 m^2	1420
2	524 m/(s^2)	1.3391	Irvine	golf	0.5034	902 N	0.7855	0.699	1096	656 m^2	-142
5	1026 m/(s^2)	0.6665	Chula Vista	volleyball	0.4606	1119 N	-0.2607	0.2966	992	290 m^2	1067
4	867 m/(s^2)	1.1577	San Francisco	soccer	1.0227	629 N	0.3942	0.7095	1173	1222 m^2	578
6	1274 m/(s^2)	0.9772	Modesto	running	1.114	242 N	1.0016	0.685	n/a	957 m^2	726
0	12 m/(s^2)	1.1429	Moreno Valley	track & field	0.6312	99 N	0.6487	0.5278	687	1179 m^2	1087
1	597 m/(s^2)	0.8353	Anaheim	boxing	1.0028	1441 N	0.9619	-0.0269	1138	970 m^2	1026
0	371 m/(s^2)	0.8026	Santa Clarita	ice hockey	1.0254	301 N	1.154	0.3313	586	963 m^2	1228
1	527 m/(s^2)	0.6936	Santa Ana	basketball	0.6062	697 N	1.2667	0.0857	846	1207 m^2	1058
6	840 m/(s^2)	1.1134	Stockton	soccer	0.9169	432 N	0.6364	0.6326	908	278 m^2	760
6	707 m/(s^2)	1.4034	lONG bEACH	football	0.8913	506 N	1.3019	1.2196	1057	506 m^2	976
3	1156 m/(s^2)	0.8325	Fresno	badminton	1.0132	816 N	0.8447	0.6028	525	228 m^2	1117
3	902 m/(s^2)	0.6681	Oakland	badminton, motor sports	1.352	1172 N	0.9246	0.619	442	384 m^2	864
0	258 m/(s^2)	1.1218	San Jose	ice hockey	0.547	-382 N	1.2849	1.0001	-12	1222 m^2	983
1	601 m/(s^2)	1.3098	San Bernardino	boxing	0.8957	638 N	1.0844	-0.1029	898	1016 m^2	1201
5	605 m/(s^2)	0.128	San Francisco	volleyball	0.5496		0.2034	0.4143	869	710 m^2	1271
5	731 m/(s^2)	0.4742	Bakersfield	volleyball	0.0569	700 N	-0.1505	0.0768	1008	444 m^2	1116
2	437 m/(s^2)	1.0678	Moreno Valley	golf	0.4667	715 N	0.7385	0.7975	1212	511 m^2	-270
6	1127 m/(s^2)	0.7896	Stockton	tennis	1.2259	945 N	0.924	1.1276	868	706 m^2	730
5	993 m/(s^2)	0.3614	Oakland	football, tennis	0.2414	617 N	0.0693	0.419	985	552 m^2	998
4	879 m/(s^2)	0.9481	San Francisco	soccer	0.9048	867 N	0.4698	0.9666	1169	1190 m^2	705
2	680 m/(s^2)	0.8165	Riverside	golf	0.4754	800 N	0.79	0.9277	804	513 m^2	204
6	972 m/(s^2)	0.5929	Los Angeles	running, football	0.7867	711 N	1.0487	0.5665	938	714 m^2	799
5	380 m/(s^2)	0.4185	Chula Vista	volleyball	-0.2448	None	-0.0991	0.3078	816	1113 m^2	1049
0	-61 m/(s^2)	0.8594	Irvine	ice hockey	1.0569	156 N	1.0631	0.6185	196	980 m^2	960
0	177 m/(s^2)	1.0881	San Jose	track & field	1.2849	382 N	0.934	0.8498	6	410 m^2	1113
2	503 m/(s^2)	1.4803	Moreno Valley	golf	0.8317	1189 N	0.8974	0.7018	1025	1103 m^2	75
5	378 m/(s^2)	0.5207	bAKERSFIELD	volleyball	0.3402	1194 N	0.0711	0.4102	1081	649 m^2	1164
6	615 m/(s^2)	1.2201	Stockton	football, running	1.1689	354 N	0.9834	0.8366	789	-79 m^2	897
4	1109 m/(s^2)	0.4902	San Francisco	soccer	1.062	842 N	0.2608	0.6438	1069	862 m^2	-18
5	828 m/(s^2)	-0.1495	Chula Vista	volleyball	0.2099	665 N	0.2566	0.3647	962	488 m^2	1108
1	959 m/(s^2)	0.9247	San Bernardino	tennis, football	0.7262	1200 N	0.9163	0.0169	831	847 m^2	888
0	215 m/(s^2)	0.9725	San Jose	ice hockey	0.781	105 N	0.7321	0.5354	624	1411 m^2	None
0	199 m/(s^2)	0.8546	Santa Clarita	track & field	0.3456	49 N	0.8099	0.3949	119	562 m^2	989
0	557 m/(s^2)	1.1032	Fremont	track & field	1.1241	678 N	1.0969	0.8258	493	1018 m^2	1017
3	769 m/(s^2)	1.0064	Fresno	baseball	0.9024	946 N	0.7864	0.7126	908	94 m^2	848
6	863 m/(s^2)	0.9633	Stockton	RUNNING	0.9739	923 N	0.9837	0.8863	1008	217 m^2	770
2	669 m/(s^2)	1.14	Sacramento	golf	0.7448	1201 N	0.5981	0.6229	1488	522 m^2	-35
6	506 m/(s^2)	0.8177	Los Angeles	tennis	0.7441	1003 N	0.9735	0.5721	848	63 m^2	902
6	640 m/(s^2)	0.9517	Fresno	tennis, football	0.6784	656 N	0.8783	0.8198	1074	25 m^2	1158
1	516 m/(s^2)	0.8768	Anaheim	basketball	1.408	821 N	1.1246	-0.0452	828	810 m^2	1317
3	488 m/(s^2)	0.8915	Fresno	motor sports	1.1093	955 N	0.8899	0.5863	859	1118 m^2	1019
6	636 m/(s^2)	0.6722	Stockton	tennis	1.3613	797 N	0.9532	0.7488	910	607 m^2	1229
2	431 m/(s^2)	0.7363	Riverside	golf	0.6772	803 N	0.6834	0.9058	1039	914 m^2	307
0	341 m/(s^2)	0.8642	fREMONT	track & field	1.3634	339 N	0.8423	1.0066	230	663 m^2	1082
2	539 m/(s^2)	1.0965	Chula Vista	golf	0.897	1092 N	0.9617	1.1453	1283	780 m^2	-128
4	1095 m/(s^2)	1.0664	San Francisco	soccer	1.0906	831 N	0.3383	0.571	967	1168 m^2	775
5	284 m/(s^2)	0.559	Santa Ana	volleyball	0.1891	1329 N	-0.0796	0.3633	992	714 m^2	1082
5	736 m/(s^2)	0.758	Fremont	volleyball	-0.0235	981 N	-0.1172	0.4691	643	452 m^2	976
4	916 m/(s^2)	0.9472	San Francisco	soccer	0.9267	1632 N	0.4447	0.9336	1115	791 m^2	607
4	1163 m/(s^2)	1.2365	San Francisco	Soccer	0.6722	1496 N	0.408	0.6978	643	1340 m^2	728
4	761 m/(s^2)	1.101	San Francisco	soccer	0.9552	1585 N	0.2132	0.666	1127	639 m^2	594
0	800 m/(s^2)	1.3146	San Jose	track & field	0.9299	363 N	1.2326	0.802	339	1105 m^2	1240
5	934 m/(s^2)	0.5013	Oakland	basketball	0.1396	1356 N	-0.1291	0.4875	1151	542 m^2	1208
2	687 m/(s^2)	1.2539	Moreno Valley	golf	0.6456	932 N	0.4934	0.621	890	1093 m^2	-324
6	776 m/(s^2)	1.5571	Modesto	running	0.8896	749 N	0.8783	0.5835	833	127 m^2	691
1	285 m/(s^2)	0.8708	Santa Ana	n/a	1.275	1154 N	1.2363	0.0928	600	1085 m^2	1088
5	1575 m/(s^2)	0.2909	Bakersfield	tennis	0.335	652 N	0.1664	0.622	1157	368 m^2	1224
0	728 m/(s^2)	0.608	Fremont	track & field	0.8809	-39 N	1.0569	0.725	231	576 m^2	991
5	548 m/(s^2)	0.9448	Bakersfield	volleyball	0.162	1219 N	-0.1916	0.4707	655	584 m^2	998
6	1101 m/(s^2)	0.8308	Stockton	boxing	0.914	518 N	0.8617	1.0272	781	353 m^2	1186
6	995 m/(s^2)	0.6514	sANTA cLARITA	football, running	1.0358	99 N	0.7696	0.67	1192	715 m^2	786
3	697 m/(s^2)	0.8476	Fresno	badminton	1.0841	1128 N	1.0294	0.8415	904	684 m^2	723
1	615 m/(s^2)	1.2065	Santa Ana	boxing	0.9935	1148 N	0.9828	-0.1086	977	1079 m^2	1038
2	342 m/(s^2)	1.2886	Sacramento	golf	0.4866	597 N	0.9836	0.6672	886	400 m^2	53
1	1028 m/(s^2)	1.264	San Bernardino	basketball	0.7503	1210 N	0.9893	-0.4081	743	602 m^2	903
3	596 m/(s^2)	0.6966	Bakersfield	badminton, baseball	0.8487	820 N	1.1058	0.4713	928	-72 m^2	898
3	1153 m/(s^2)	0.8452	Fresno	BASEBALL, MOTOR SPORTS	0.8279	1125 N	1.0938	0.6802	808	118 m^2	1097
6	684 m/(s^2)	1.1801	Modesto	tennis	1.0176	365 N	1.0495	0.5034	1009	-100 m^2	910
